short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
J. Rojas,"RM, LM, CAM",68,68,1200000,500,Ecuador,Right,86,65,57,33
E. RolÃ³n,CDM,68,68,1100000,6000,Argentina,Right,65,53,63,65
M. Verrips,GK,68,73,1400000,5000,Netherlands,Right,0,0,0,0
N. D'Agostino,ST,68,71,1700000,4000,Australia,Right,83,63,59,36
F. Schleusener,"ST, LW, RW",68,68,1200000,7000,Germany,Right,76,65,58,28
A. PeÃ±aranda,"LM, ST, CAM",68,71,1600000,6000,Venezuela,Right,80,68,63,36
J. Livolant,"LM, RM, ST",68,74,1900000,3000,France,Right,76,61,65,57
T. Miller,GK,68,69,925000,3000,United States,Right,0,0,0,0
S. Ghoddos,"CAM, LM, RM",68,68,1200000,18000,Iran,Right,61,71,68,52
W. GonzÃ¡lez,ST,68,69,1400000,500,Paraguay,Right,59,68,51,30
N. Bandiera,"LM, ST, RM",68,68,950000,5000,Argentina,Right,74,65,61,47
J. Lawrence-Gabriel,RB,68,74,1800000,5000,England,Right,83,34,52,63
S. UgarkoviÄ‡,"CDM, CM",68,68,1100000,2000,Australia,Right,67,45,61,64
D. Lemos,"ST, LM",68,69,1400000,2000,Colombia,Left,81,70,60,28
J. Posavec,GK,68,72,1300000,5000,Croatia,Right,0,0,0,0
R. KrauÃŸe,"CDM, CM",68,69,1200000,6000,Germany,Right,68,38,60,65
N. Broadhead,"LM, ST",68,72,1700000,13000,Wales,Right,78,67,61,32
K. Nakamura,GK,68,72,1300000,3000,Japan,Right,0,0,0,0
L. Guwara,"LB, LWB",68,70,1400000,6000,Gambia,Left,76,34,57,63
L. Comas,"LM, RW, RM",68,68,1300000,500,Argentina,Right,83,66,62,25
M. Valenzuela,"LB, LWB",68,74,1800000,4000,Argentina,Left,75,44,63,61
K. Endo,"LM, RM",68,73,1800000,10000,Japan,Right,74,54,64,47
J. Amano,"CAM, CM, CDM",68,68,1200000,5000,Japan,Left,74,60,68,55
H. Kawabe,"CM, CAM, CDM",68,69,1400000,26000,Japan,Right,80,66,65,65
F. Mac Allister,"CDM, CM",68,72,1500000,6000,Argentina,Right,68,47,65,66
K. Hashimoto,"CAM, CM",68,68,1200000,5000,Japan,Right,73,64,64,67
J. Torres,CF,68,71,1600000,4000,Argentina,Left,80,61,62,34
S. Floranus,"RB, LB",68,74,1800000,8000,Netherlands,Right,85,46,58,61
Jon Bautista,"ST, LM",68,69,1400000,5000,Spain,Right,70,71,56,25
A. Flores,"CDM, CM",68,68,850000,500,Venezuela,Right,61,60,64,67
S. Grandsir,"LM, RM",68,69,1400000,4000,France,Right,88,60,64,46
J. Koroma,"LM, LW, ST",68,74,1900000,7000,England,Right,82,64,60,32
Elgezabal,"CDM, CM, CB",68,68,1000000,3000,Spain,Right,53,38,56,69
S. Camara,CB,68,69,1100000,7000,Mali,Left,59,39,51,66
S. Alakouch,"RWB, RB",68,72,1600000,3000,Morocco,Right,72,43,62,64
A. Maldonado,CB,68,75,2200000,5000,Argentina,Right,51,32,42,69
S. Sinyan,CB,68,72,1500000,3000,Gambia,Right,74,43,54,67
N. LeguizamÃ³n,ST,68,68,1300000,6000,Argentina,Right,70,68,60,38
P. Szysz,"RM, ST, LM",68,73,1800000,12000,Poland,Left,86,69,59,33
E. Kouassi,"CDM, CM",68,74,1800000,5000,CÃ´te d'Ivoire,Right,68,46,58,65
J. Taylor,"CM, CDM, CAM",68,73,1800000,5000,Republic of Ireland,Right,73,65,64,63
Matos,"LB, LWB, LM",68,69,1300000,3000,Spain,Left,77,49,57,59
S. Field,"CM, CDM",68,75,2400000,12000,England,Left,59,54,65,66
TomÃ¡s Nuninho,CDM,68,68,1200000,10000,Brazil,Left,50,49,61,66
Davide EustÃ¡quio,CAM,68,68,1200000,10000,Brazil,Right,68,62,62,33
R. Edmonds-Green,CB,68,73,1600000,7000,England,Right,72,31,56,68
J. Hove,"CAM, CM",68,78,2700000,2000,Norway,Right,72,65,65,59
G. Maroni,"CAM, LW",68,74,1900000,6000,Argentina,Right,73,55,64,42
FÃ¡bio China,LB,68,68,1100000,5000,Portugal,Left,68,39,57,67
Cho Young Wook,"ST, RW, CM",68,77,2700000,4000,Korea Republic,Right,85,68,57,29
C. Soukou,"RM, LM",68,68,1200000,4000,Benin,Right,70,67,63,34
Viti Rozada,"RM, LM",68,70,1600000,4000,Spain,Right,88,61,61,46
J. Ceesay,"RW, RWB",68,72,1700000,4000,Sweden,Right,85,56,63,52
M. Rygaard,"CM, CAM",68,68,1000000,3000,Denmark,Left,70,63,69,51
Ãšmaro EmbalÃ³,"RM, LM",68,79,2700000,5000,Portugal,Left,84,61,63,26
A. Zeqiri,ST,68,76,2700000,21000,Switzerland,Left,63,68,59,22
J. RodrÃ­guez,"LM, LW, RM",68,74,1900000,4000,Panama,Left,82,67,59,28
MartÃ­nez,CB,68,68,1000000,4000,Spain,Left,44,36,51,68
S. KneÅ¾eviÄ‡,CB,68,74,1700000,6000,Switzerland,Right,53,37,49,67
G. Cox,LB,68,73,1700000,5000,England,Left,71,61,60,62
A. CondÃ©,CM,68,72,1700000,5000,Germany,Right,74,59,66,65
R. Seigers,"CB, RB",68,75,2200000,4000,Belgium,Right,68,25,51,69
C. Pring,"LB, LWB, CB",68,72,1600000,11000,England,Left,81,47,57,62
N. Schmidt,"CAM, CM, CF",68,73,1800000,9000,Germany,Right,58,67,71,44
L. Southwood,GK,68,74,1500000,5000,Northern Ireland,Right,0,0,0,0
T. McIntyre,"CB, LB",68,75,2200000,7000,Scotland,Left,50,37,55,67
H. BaliÄ‡,"ST, CF, LW",68,70,1500000,12000,Austria,Right,90,66,65,29
C. Daferner,ST,68,73,1800000,5000,Germany,Right,61,68,48,29
D. Heymans,"CAM, CM, CF",68,73,1800000,6000,Belgium,Right,58,69,66,56
Alfonso Herrero,GK,68,71,1100000,3000,Spain,Right,0,0,0,0
V. Gheorghe,"LW, RW, LM",68,71,1600000,7000,Romania,Right,87,66,65,43
A. Beghetto,"LM, LB",68,68,1300000,2000,Italy,Left,81,49,64,60
D. Duarte,"CM, LM",68,74,1900000,6000,Cape Verde Islands,Right,77,64,65,61
R. Ache,ST,68,75,2400000,10000,Germany,Right,80,65,46,28
A. Quintana,GK,68,71,1200000,2000,Colombia,Left,0,0,0,0
J. Storey,CB,68,72,1600000,11000,England,Right,75,27,43,68
C. Karayel,"RB, RWB, LB",68,68,1200000,7000,Turkey,Right,72,47,62,63
O. Rathbone,CM,68,72,1700000,7000,England,Right,82,60,63,64
R. Sykes,CB,68,74,1700000,5000,England,Right,46,45,52,66
O. De Wolf,GK,68,72,1300000,6000,Belgium,Left,0,0,0,0
Y. Diouf,GK,68,76,2300000,6000,France,Right,0,0,0,0
R. Lundqvist,"CAM, CM",68,70,1500000,4000,Sweden,Right,70,67,69,57
A. Sissako,"CDM, CM",68,73,1700000,5000,France,Right,68,56,64,64
M. Varnier,CB,68,75,2200000,13000,Italy,Right,65,38,52,67
L. Strizzolo,"ST, LM",68,68,1200000,6000,Italy,Right,69,66,51,32
C. D'Urso,"CAM, CM",68,73,1800000,1000,Italy,Right,68,52,68,44
S. LomÃ³naco,"ST, LM, RM",68,75,2400000,5000,Argentina,Right,79,67,59,27
G. GoÃ±i,CB,68,75,2200000,4000,Argentina,Right,62,28,43,67
Pablo Larrea,"CDM, CM",68,69,1200000,5000,Spain,Right,59,62,65,62
P. Burner,RB,68,70,1400000,3000,France,Right,79,55,60,62
N. Cordero,"ST, RW",68,77,2700000,6000,Argentina,Right,68,70,65,30
Paulo Daineiro,CAM,68,68,1300000,6000,Brazil,Right,87,56,63,33
D. Aimar,CB,68,71,1400000,500,Ecuador,Right,61,29,45,69
P. Velasco,"RB, LB",68,68,1100000,500,Ecuador,Right,77,52,59,62
F. Negri,"LB, LM",68,69,1300000,4000,Argentina,Left,73,58,64,64
I. Mathew,CM,68,71,1600000,2000,Nigeria,Right,79,59,65,65
S. Olsson,"CM, CDM, CAM",68,73,1800000,3000,Sweden,Right,62,50,67,55
J. Ngoy,"ST, LW",68,73,1800000,6000,Belgium,Right,83,65,58,25
A. Touba,CB,68,73,1600000,11000,Algeria,Left,80,53,63,66
H. Darling,CB,68,76,2500000,9000,England,Right,69,45,55,67
P. Hamel,ST,68,68,1200000,5000,France,Right,50,69,57,28
P. Almqvist,"ST, LM, RM",68,74,2000000,4000,Sweden,Left,87,64,64,38
P. Klimala,ST,68,73,1800000,4000,Poland,Right,82,64,49,31
I. Angulo,"RW, LW",68,74,1900000,4000,Colombia,Right,86,59,61,40
M. Anderson,CM,68,73,1800000,6000,Iceland,Right,79,63,65,62
M. Wilks,"ST, RM, LM",68,74,1900000,6000,England,Left,83,67,58,23
R. Niczuly,GK,68,72,1300000,4000,Romania,Right,0,0,0,0
N. Lima,"RB, LB",68,68,1200000,3000,United States,Right,82,61,60,61
K. Baccus,"CM, CDM",68,71,1600000,3000,Australia,Right,76,53,62,68
F. Boya,"CDM, CM, CB",68,70,1300000,8000,Cameroon,Right,42,55,60,67
D. Thiam,GK,68,74,1500000,1000,Senegal,Right,0,0,0,0
Y. Maziz,"CAM, LM, CM",68,73,1800000,3000,France,Right,64,66,69,34
D. Irandust,"CAM, CM",68,72,1700000,4000,Sweden,Left,74,60,65,41
C. Paredes,"CDM, CM",68,74,1800000,3000,Paraguay,Right,68,63,64,65
F. RomÃ¡n,RB,68,71,1500000,2000,Colombia,Right,77,43,57,62
N. Tella,"LM, ST",68,77,2700000,17000,England,Right,84,60,57,31
A. May,ST,68,68,1200000,5000,England,Right,87,67,61,39
A. Dobre,"LM, ST",68,74,1900000,3000,Romania,Right,78,69,63,44
S. Kaba,ST,68,69,1400000,12000,Guinea,Right,63,67,57,31
A. Badji,ST,68,74,1900000,3000,Senegal,Right,86,68,42,26
B. Lennon,"RB, RM",68,71,1500000,3000,United States,Right,73,62,70,59
M. Sylla,"ST, RM",68,75,2500000,6000,France,Right,82,65,58,24
V. van Crooij,"LM, RM, CAM",68,69,1400000,5000,Netherlands,Right,77,67,64,41
S. Hanca,"RM, LM",68,68,1200000,7000,Romania,Right,78,64,66,53
D. Sterling,"RWB, RB, CB",68,77,2600000,25000,England,Right,76,48,57,65
J. MarkoviÄ‡,ST,68,76,2700000,6000,Romania,Right,75,66,52,31
R. Obermair,"LM, RM, RWB",68,69,1400000,8000,Philippines,Right,76,64,61,63
J. Mlakar,ST,68,74,1900000,500,Slovenia,Right,71,69,52,25
H. Al Shamrani,"LB, CB",68,71,1500000,13000,Saudi Arabia,Left,90,54,55,60
M. BÃ¤r,"ST, LM",68,68,1200000,2000,Germany,Right,84,65,60,40
S. Tigges,ST,68,73,1800000,10000,Germany,Left,57,67,56,43
H. Wright,ST,68,74,1900000,10000,United States,Right,77,68,53,22
D. Keita-Ruel,ST,68,68,975000,3000,France,Right,68,69,49,35
DelmÃ¡s,"RB, RM",68,69,1300000,4000,Spain,Right,75,36,58,62
A. Koita,"LM, LWB, ST",68,73,1800000,6000,Belgium,Right,85,70,63,45
L. Grgic,"CDM, CM",68,71,1400000,500,Austria,Left,69,44,60,66
V. HammershÃ¸y-Mistrati,"CAM, CM",68,68,1200000,7000,Denmark,Right,64,67,67,62
T. HaliloviÄ‡,"CAM, CM",68,69,1400000,4000,Croatia,Right,70,60,66,62
A. Pululu,"LM, ST",68,75,2400000,4000,Angola,Left,88,62,57,26
D. Eckert Ayensa,ST,68,72,1700000,7000,Germany,Right,79,66,49,27
C. Gebauer,"RM, LM, ST",68,68,1200000,8000,Austria,Right,88,63,59,49
K. Dabila,"CB, RB",68,74,1700000,4000,CÃ´te d'Ivoire,Right,53,31,47,70
K. Sierhuis,ST,68,75,2400000,9000,Netherlands,Right,61,69,54,29
D. Frieser,"RW, LW, ST",68,68,1200000,5000,Austria,Right,75,65,66,44
J. Jacobs,"CM, CAM",68,72,1700000,4000,Netherlands,Right,67,66,67,60
T. Hadebe,CB,68,71,1400000,3000,Zimbabwe,Left,81,32,44,67
M. Thalhammer,"CDM, CM",68,72,1600000,5000,Germany,Right,62,46,59,64
B. Henning,"CM, CAM",68,68,1300000,7000,Germany,Right,73,55,60,64
M. Meulensteen,CB,68,74,1800000,6000,Netherlands,Right,67,56,64,68
J. Earl,"LB, LWB, CB",68,72,1600000,4000,England,Left,73,45,56,65
W. Kanga,ST,68,75,2400000,11000,France,Right,76,65,59,24
R. GonzÃ¡lez,CB,68,68,825000,5000,Argentina,Right,32,37,45,68
K. Fila,"RB, RWB",68,73,1700000,8000,Poland,Right,78,47,62,63
M. RaguÅ¾,ST,68,73,1800000,8000,Austria,Right,66,66,59,22
H. BandÃ©,"LW, RW, ST",68,74,1900000,3000,Burkina Faso,Right,84,67,59,30
A. Jallow,RM,68,73,1800000,3000,Gambia,Left,76,64,64,34
V. Lampropoulos,CB,68,68,775000,9000,Greece,Right,65,42,54,70
Pedro Silva,GK,68,72,1300000,3000,Portugal,Right,0,0,0,0
K. Michalak,"RM, LM",68,71,1600000,7000,Poland,Right,92,49,61,40
M. TchokountÃ©,ST,68,68,775000,4000,France,Right,40,70,54,24
B. Toma,"CM, CDM",68,77,2700000,6000,Switzerland,Right,67,63,66,63
Å½. Celar,ST,68,75,2400000,5000,Slovenia,Right,71,69,51,27
T. Tillman,"CM, CAM, LW",68,75,2400000,4000,Germany,Right,69,55,65,45
Panutche CamarÃ¡,CM,68,71,1600000,6000,Guinea Bissau,Right,83,61,62,63
A. Jakubech,GK,68,72,1300000,8000,Slovakia,Right,0,0,0,0
J. Beste,"CAM, RM, LB",68,76,2700000,9000,Germany,Left,77,58,65,58
M. Christiansen,GK,68,78,2300000,1000,Norway,Right,0,0,0,0
L. Woolfenden,CB,68,75,2200000,5000,England,Right,67,34,56,66
M. Fouzair,RW,68,68,1200000,9000,Morocco,Right,69,61,66,28
T. van de Looi,"CDM, CM",68,75,2300000,2000,Netherlands,Right,68,64,65,64
K. Zohi,"LW, RW, ST",68,71,1600000,3000,Mali,Right,79,65,62,25
R. Norrington-Davies,"LWB, LB",68,76,2600000,9000,Wales,Left,74,43,57,64
J. Bursik,GK,68,79,2300000,6000,England,Left,0,0,0,0
E. Amenyido,"ST, LM, RM",68,74,1900000,7000,Togo,Right,78,64,58,38
E. Elizalde,"CB, LB",68,74,1800000,5000,Uruguay,Left,71,35,51,68
F. Aksoy,"CDM, CB",68,74,1800000,7000,Turkey,Right,37,42,55,70
Fabio GonzÃ¡lez,"CDM, CM",68,75,2200000,4000,Spain,Right,59,55,61,67
B. Aouacheria,"RW, RM, LW",68,68,1200000,6000,France,Right,72,64,62,38
M. Cooper,GK,68,77,2300000,4000,England,Right,0,0,0,0
S. Oum Gouet,"CDM, CM",68,74,1800000,5000,Cameroon,Right,56,53,64,64
N. Demartini,CB,68,78,2500000,4000,Argentina,Left,62,29,45,69
Cristian Rivero,GK,68,74,1500000,8000,Spain,Right,0,0,0,0
W. Geubbels,"ST, LW",68,76,2700000,14000,France,Right,84,67,57,26
A. Bruus,"RWB, RB",68,73,1700000,6000,Denmark,Right,86,54,63,59
S. Sadzoute,"LWB, LM, RM",68,75,2300000,5000,France,Left,77,46,59,62
E. Salcedo,"CF, ST",68,79,2700000,17000,Italy,Right,75,63,60,39
Nolaskoain,"CB, CM, CDM",68,75,2200000,8000,Spain,Right,50,59,63,69
M. Jenz,CB,68,75,2200000,6000,Germany,Right,61,29,48,68
M. Forss,ST,68,76,2700000,11000,Finland,Right,74,69,45,39
M. GarcÃ­a,ST,68,75,2400000,4000,Colombia,Right,86,68,45,25
B. GarrÃ©,"RM, RW, LW",68,78,2700000,6000,Argentina,Left,83,62,60,37
M. LeÅ¡koviÄ‡,CB,68,68,825000,1000,Croatia,Right,63,25,36,69
AndrÃ© Pereira,"ST, RW, LW",68,68,1300000,5000,Portugal,Left,54,69,61,33
L. Kramer,CB,68,75,2300000,5000,Netherlands,Right,51,34,48,68
A. Bamba,"CB, RB",68,77,2500000,4000,CÃ´te d'Ivoire,Right,77,33,54,67
N. Atkinson,"RWB, RB",68,76,2600000,3000,Australia,Right,78,53,61,60
F. Moyano,"CM, CDM",68,71,1600000,5000,Argentina,Right,68,54,67,66
Chris Ramos,"LM, ST, LW",68,71,1600000,4000,Spain,Right,84,67,57,35
C. Burke,ST,68,68,1200000,4000,Jamaica,Right,73,67,41,25
G. Mainero,"RM, RW",68,68,1300000,6000,Argentina,Right,86,64,60,47
D. Foulon,LB,68,77,2600000,2000,Belgium,Left,73,33,65,61
R. Alm,"RW, LW",68,68,1300000,3000,Sweden,Right,83,62,63,38
A. Ghareeb,"LM, RM",68,70,1500000,14000,Saudi Arabia,Right,84,60,58,25
D. Otto,ST,68,76,2700000,7000,Germany,Right,73,68,55,27
G. Soto,RB,68,68,1100000,6000,Chile,Right,73,24,56,63
M. Edjouma,"CDM, CM",68,70,1400000,6000,Morocco,Right,63,55,58,66
S. Lorenz,CB,68,71,1400000,7000,Germany,Right,71,38,51,68
E. Coronel,RB,68,72,1600000,6000,Argentina,Right,68,32,51,67
J. Aguirre,CB,68,73,1600000,500,Colombia,Left,61,38,47,71
E. KoljiÄ‡,ST,68,69,1400000,7000,Bosnia and Herzegovina,Right,57,69,52,33
E. Williamson,"CDM, CM",68,73,1600000,3000,United States,Right,70,57,67,63
J. van der Werff,"CB, RB",68,76,2500000,7000,Switzerland,Right,66,29,49,70
T. Blackmon,"CB, RB",68,73,1600000,3000,United States,Right,88,42,59,65
E. Chilufya,"RW, LW",68,77,2700000,10000,Zambia,Right,88,59,52,27
A. Aremu,"CDM, CM",68,78,2600000,6000,Nigeria,Right,66,55,56,69
N. Ferguson,"LB, RB",68,75,2300000,13000,England,Right,62,36,55,68
I. KonÃ©,ST,68,76,2700000,8000,Mali,Left,77,67,51,31
J. Clarke,"LW, RW",68,81,3000000,6000,England,Right,78,62,62,25
K. Nakamura,"LM, LW",68,77,2700000,8000,Japan,Right,76,66,60,31
D. Afolayan,"LW, CAM",68,71,1600000,6000,England,Right,82,64,61,48
K. Sessa,"CM, RM",68,75,2400000,7000,Germany,Right,84,58,68,61
J. Mora,"LB, LWB, LM",68,68,1100000,4000,Costa Rica,Left,78,47,56,65
V. Screciu,"CB, CDM",68,76,2500000,5000,Romania,Right,76,38,56,67
L. Wahlstedt,GK,68,76,2300000,2000,Sweden,Right,0,0,0,0
Ãlex DomÃ­nguez,GK,68,75,2100000,3000,Spain,Right,0,0,0,0
A. Buongiorno,CB,68,78,2500000,12000,Italy,Left,59,44,55,69
M. Wintzheimer,"ST, LW, RW",68,73,1800000,5000,Germany,Right,66,68,64,27
B. White,ST,68,70,1500000,4000,United States,Right,75,65,51,41
A. McCann,CM,68,75,2400000,12000,Northern Ireland,Right,70,59,63,65
M. Hosseini,"CB, CDM",68,72,1500000,7000,Iran,Right,64,30,46,70
D. Burgzorg,"ST, LW",68,73,1800000,10000,Netherlands,Right,79,63,56,36
E. IÃ±Ã­guez,"RB, LB",68,71,1500000,5000,Argentina,Right,70,30,53,67
P. Mako,"LB, LM, LW",68,68,1100000,500,South Africa,Left,79,42,51,68
T. MÃ¸lgaard,"RWB, RB",68,71,1500000,6000,Denmark,Right,80,46,59,62
I. Pherai,"CAM, CM",68,77,2700000,5000,Netherlands,Right,71,56,64,37
W. Burger,"CDM, CB, CM",68,77,2600000,5000,Netherlands,Left,76,55,63,62
A. PÄƒun,"CAM, LW, CM",68,68,1300000,7000,Romania,Right,80,66,66,33
A. Mendy,LB,68,68,1200000,7000,Senegal,Left,76,36,63,62
P. Haring,"CM, CDM",68,68,1200000,4000,Austria,Right,65,54,67,69
Jimmy,"CM, CDM",68,73,1800000,4000,Spain,Right,68,45,67,66
Jorge FÃ©lix,"CF, LM",68,68,1200000,5000,Spain,Right,72,66,66,29
D. Frare,CB,68,71,1400000,1000,Italy,Right,56,44,47,68
A. Gojak,"CM, CAM",68,71,1600000,500,Bosnia and Herzegovina,Right,69,65,66,62
A. Marin,"CAM, LW",68,79,2700000,500,Croatia,Right,78,60,66,30
A. Fein,CDM,68,75,2300000,3000,Germany,Right,49,57,65,64
A. Idah,ST,68,75,2500000,14000,Republic of Ireland,Right,77,68,44,23
O. Andrievskyi,CDM,68,69,1200000,500,Ukraine,Left,66,50,64,64
J. SÃ¡nchez Purata,CB,68,74,1700000,3000,Mexico,Right,54,48,49,67
E. Castillo,"RM, LM",68,68,1300000,550,Ecuador,Right,81,66,59,33
M. Bordeianu,"CDM, CM",68,68,1000000,6000,Romania,Right,68,54,64,62
Ä°. DurmuÅŸ,"LM, RM",68,68,1200000,5000,Turkey,Left,81,64,64,54
S. van Hooijdonk,ST,68,77,2700000,12000,Netherlands,Right,76,70,56,26
O. Boussaid,"CAM, CM",68,74,1900000,6000,Belgium,Right,79,61,66,44
B. Omeragic,"CB, RB",68,83,2700000,5000,Switzerland,Right,75,40,61,66
J. Christensen,"CM, CDM",68,77,2700000,4000,Denmark,Right,69,56,67,65
A. Schott,RB,68,74,1800000,5000,Argentina,Right,82,45,57,61
Kim Moon Hwan,"RB, RWB",68,69,1300000,5000,Korea Republic,Right,86,54,61,60
A. Duarte,GK,68,70,1000000,500,Peru,Right,0,0,0,0
J. Segre,CM,68,73,1800000,2000,Italy,Right,64,62,65,62
Lee Si Young,"RWB, RB, RM",68,71,1500000,2000,Korea Republic,Right,79,39,52,62
J. David,"CB, CDM",68,75,2300000,5000,Germany,Right,64,32,59,66
C. Vanhoutte,"CDM, CM",68,76,2500000,5000,Belgium,Right,62,54,61,62
M. Fischer,"LM, CAM, CM",68,68,1300000,8000,Austria,Right,70,64,66,43
G. Ondoua,CDM,68,71,1400000,10000,Cameroon,Left,71,46,62,64
Edu Espiau,"ST, RM",68,69,1400000,5000,Spain,Right,69,68,55,25
S. Svarnas,"CB, RWB",68,73,1600000,500,Greece,Right,73,36,50,69
C. KÃ¼hlwetter,ST,68,71,1600000,11000,Germany,Right,73,67,61,34
A. Kutucu,ST,68,75,2500000,13000,Turkey,Right,72,68,58,41
J. Lawrence,CB,68,68,1000000,5000,Wales,Left,56,29,61,68
Paulo VÃ­tor,GK,68,68,400000,3000,Brazil,Right,0,0,0,0
D. Chambost,"CAM, CM, ST",68,73,1800000,4000,France,Left,63,65,68,54
K. Askildsen,CM,68,80,3000000,6000,Norway,Right,58,55,67,64
I. Aliseda,"LM, CAM",68,75,2500000,5000,Argentina,Right,83,57,60,39
D. Kotarski,GK,68,78,2300000,500,Croatia,Right,0,0,0,0
JoaquÃ­n,"RM, LM, ST",68,77,2700000,4000,Spain,Left,82,63,61,24
M. Bidstrup,"CM, CDM",68,78,2700000,13000,Denmark,Right,65,54,67,65
F. Almada,CB,68,76,2500000,6000,Argentina,Right,70,37,46,69
O. Sahraoui,"LW, CM",68,79,2700000,2000,Norway,Right,79,55,63,45
M. Siby,"CDM, CM",68,73,1600000,3000,Mali,Right,54,50,60,65
Javi Mier,"CM, ST, CDM",68,76,2700000,4000,Spain,Right,71,64,68,66
E. Ã“lafsson,GK,68,77,2300000,7000,Iceland,Right,0,0,0,0
O. Thioune,CDM,68,69,1200000,3000,Senegal,Right,52,53,66,65
A. Uribe,ST,68,68,1000000,600,Venezuela,Right,76,69,46,19
T. Watanabe,CB,68,73,1600000,6000,Japan,Right,60,29,46,67
M. Kamara,"LW, RW",68,73,1800000,6000,Liberia,Right,78,64,57,29
F. Nmecha,"CAM, CM, LM",68,80,3000000,12000,Germany,Right,67,54,64,45
I. Coulibaly,"CM, CDM",68,77,2700000,9000,Mali,Right,78,64,63,63
V. Dragsnes,"LWB, CB",68,68,1100000,2000,Norway,Right,81,52,59,63
J. ZetterstrÃ¶m,GK,68,76,2300000,2000,Sweden,Right,0,0,0,0
Y. Nader,"CDM, CB",68,75,2300000,500,United Arab Emirates,Right,59,50,57,66
C. Oliva,"CM, CDM",68,70,1500000,7000,Uruguay,Right,53,59,66,68
N. GaloviÄ‡,CB,68,68,1000000,3000,Croatia,Right,65,46,59,66
A. Vombergar,"ST, CF",68,69,1400000,7000,Argentina,Right,64,64,56,32
L. Miranda,RM,68,71,1600000,2000,Colombia,Right,82,58,58,27
VÃ­ctor Ruiz,"CM, CAM",68,68,1200000,11000,Spain,Right,70,61,69,51
Y. Congo,"CDM, CM",68,75,2300000,1000,Colombia,Right,67,56,62,65
A. Gutman,"LB, LWB",68,72,1600000,3000,United States,Left,79,44,55,66
L. Buchanan,"LWB, CB",68,78,2600000,6000,England,Left,70,41,54,64
Ãlex Sola,"RB, RM, LM",68,77,2600000,9000,Spain,Right,72,59,59,61
F. Balogun,ST,68,79,2700000,22000,England,Right,77,68,51,21
F. Mambimbi,"LW, ST, RW",68,76,2700000,8000,Switzerland,Right,88,64,54,24
A. Scheidler,ST,68,74,1900000,2000,France,Right,51,69,51,31
J. Branthwaite,CB,68,84,3000000,10000,England,Left,68,31,45,68
K. N'Dri,"LM, ST, RM",68,77,2700000,4000,CÃ´te d'Ivoire,Left,88,63,60,55
O. Deman,"RW, ST, LW",68,78,2700000,6000,Belgium,Left,77,66,62,47
M. El Hacen,"CM, CDM, CAM",68,75,2400000,3000,Mauritania,Right,55,60,58,66
A. Jusino,"CB, CDM",68,68,1000000,550,Bolivia,Right,44,44,49,69
I. Gheorghe,"CAM, LM, LW",68,74,1900000,5000,Romania,Right,86,63,65,42
V. CreÈ›u,RB,68,68,625000,6000,Romania,Right,85,29,50,63
E. Pap,GK,68,70,1000000,4000,Romania,Right,0,0,0,0
C. BÄƒrbuÈ›,"RW, RM, LW",68,68,1300000,6000,Romania,Right,93,62,59,30
D. Lazar,GK,68,68,800000,5000,Romania,Right,0,0,0,0
M. Praszelik,"CF, CAM",68,79,2700000,4000,Poland,Right,69,64,70,39
Song Min Kyu,"LW, LM, RW",68,75,2500000,5000,Korea Republic,Right,79,65,58,28
J. Portilla,CM,68,73,1800000,1000,Colombia,Right,69,63,64,65
C. Zavala,"LW, LM",68,77,2700000,3000,Chile,Right,83,60,61,36
I. Gruev,"CDM, LM",68,74,1800000,8000,Bulgaria,Left,63,48,63,66
M. Taferner,CM,68,77,2700000,5000,Austria,Right,73,60,65,59
F. Flick,"CDM, CM, CB",68,78,2600000,8000,Germany,Right,61,49,63,65
C. Niasse,CDM,68,76,2600000,7000,Senegal,Right,58,44,61,65
Bruno LourenÃ§o,"LW, CAM, RM",68,74,1900000,6000,Portugal,Left,66,61,71,46
M. Diaby,CDM,68,72,1500000,3000,France,Right,32,45,52,69
K. Imeri,"CM, LW, CAM",68,77,2700000,8000,Switzerland,Right,75,69,68,57
A. Chicaiza,"CAM, LW, ST",68,68,1200000,500,Ecuador,Right,70,67,68,41
D. Abels,"RB, CDM",68,71,1500000,4000,Netherlands,Right,61,43,55,67
M. Noubissi,ST,68,71,1600000,3000,Cameroon,Right,78,68,54,35
O. Ceylan,"RWB, RB",68,68,875000,6000,Turkey,Right,74,31,63,62
JosÃ© Gragera,"CDM, CM, CB",68,78,2600000,4000,Spain,Right,59,50,64,68
T. Somers,"RW, ST",68,75,2400000,6000,Belgium,Right,82,64,62,33
E. Simms,ST,68,78,2700000,12000,England,Right,74,68,52,25
K. Klefisch,"CDM, CM",68,74,1800000,7000,Germany,Right,68,52,57,66
F. JÃ¤kel,CB,68,79,2500000,11000,Germany,Right,74,29,41,67
Francisco Moura,"LM, LB",68,77,2700000,5000,Portugal,Left,70,53,62,66
J. Lonwijk,"CM, RW",68,77,2700000,5000,Netherlands,Right,70,62,65,60
M. SkÃ³raÅ›,"LM, RM",68,78,2700000,4000,Poland,Right,84,62,61,40
Odei,CB,68,68,775000,850,Spain,Right,58,34,47,70
Bruno Langa,LB,68,75,2300000,3000,Mozambique,Left,81,34,54,64
S. Elia,"RM, RWB, RB",68,77,2700000,15000,Italy,Right,78,67,59,56
